date,above_5pct_count,below_5pct_count,pt20_ratio,pt50_ratio,limit_up_count,limit_down_count,limit_up_down_ratio,new_high_60d,new_low_60d,up_25pct_month,down_25pct_month,up_25pct_qtr,down_25pct_qtr
2025-05-13,117,41,0.8058624577226606,0.5293586269196026,44,1,44.0,172,11,307,12,336,66
2025-05-14,135,26,0.8067643742953777,0.5458446251129178,56,1,56.0,165,11,257,5,377,59
2025-05-15,92,116,0.715445321307779,0.4788796024395753,43,6,7.17,154,37,178,10,345,83
2025-05-16,155,32,0.7104847801578354,0.4996611700926135,52,7,7.43,200,45,199,13,350,104
2025-05-19,204,38,0.7465583389754006,0.5543748586931947,73,2,36.5,307,28,292,10,413,57
2025-05-20,196,47,0.7918358141632837,0.605512878445549,67,11,6.09,396,20,313,9,396,78
2025-05-21,122,69,0.7450361010830325,0.5827305605786618,49,6,8.17,246,38,284,9,359,106
2025-05-22,86,115,0.5837471783295711,0.5074626865671642,34,16,2.12,165,83,197,15,331,185
2025-05-23,98,120,0.4342134958248702,0.4403254972875226,37,13,2.85,108,144,178,17,296,202
2025-05-26,165,40,0.5024819494584838,0.4951390458964503,54,6,9.0,122,75,171,20,321,159
2025-05-27,146,33,0.4998871586549311,0.5115332428765265,56,5,11.2,200,108,195,23,305,247
2025-05-28,131,73,0.4428893905191873,0.4951368468672246,53,11,4.82,182,120,188,26,312,226
2025-05-29,286,42,0.5825812274368231,0.5864797648654759,94,16,5.88,258,17,254,24,391,108
2025-05-30,91,204,0.4251861882193635,0.5248756218905473,33,29,1.14,177,110,186,29,352,126
2025-06-03,212,34,0.4754913033657104,0.5665459483929379,67,10,6.7,321,88,197,33,357,145
2025-06-04,206,44,0.5540266185427476,0.6180790960451977,66,14,4.71,371,35,171,38,386,143
2025-06-05,180,77,0.5858335213173923,0.6520560325350203,62,10,6.2,188,26,144,43,338,171
2025-06-06,129,85,0.5972034280559314,0.6557488140953242,47,17,2.76,239,37,129,53,351,166
2025-06-09,238,24,0.6851726472579553,0.7123163841807909,64,14,4.57,369,26,164,51,354,160
2025-06-10,119,80,0.5693348365276212,0.6552269135244976,43,6,7.17,227,85,176,66,351,190
2025-06-11,140,54,0.6345807033363391,0.698645598194131,46,14,3.29,225,21,167,67,347,193
2025-06-12,157,33,0.608793686583991,0.6897719575524949,57,6,9.5,297,71,182,63,378,152
2025-06-13,108,232,0.4032912533814247,0.5897493790923459,48,22,2.18,149,194,160,76,300,225
2025-06-16,198,29,0.4618157242622212,0.6269465132024373,52,5,10.4,214,102,174,68,308,220
2025-06-17,107,99,0.4563259792886087,0.6317095173658096,41,11,3.73,186,117,155,76,276,248
2025-06-18,113,82,0.4070238631247186,0.6005863779882724,34,14,2.43,164,170,122,82,267,233
2025-06-19,75,200,0.2623283044359378,0.4800360929393187,28,18,1.56,105,351,103,90,227,263
2025-06-20,100,145,0.2278766043683855,0.4248985115020298,42,17,2.47,110,321,105,90,243,219
2025-06-23,244,23,0.3197386210004506,0.5087996389891697,67,6,11.17,199,119,148,74,325,170
2025-06-24,296,66,0.5305248929939176,0.6304985337243402,63,20,3.15,293,12,147,65,357,108
2025-06-25,203,42,0.6206352782158143,0.6839612000902323,65,4,16.25,384,7,165,60,335,109
2025-06-26,120,33,0.5722647456100856,0.6392333709131905,55,6,9.17,305,27,196,57,351,110
2025-06-27,139,54,0.6212564737671695,0.6685456595264938,51,6,8.5,318,21,155,58,405,99
2025-06-30,260,13,0.7021180712032447,0.7198285585382359,73,5,14.6,529,13,205,35,497,90
2025-07-01,192,44,0.734790446146913,0.7288517933679224,57,5,11.4,461,12,186,38,478,93
2025-07-02,130,118,0.7116467672899301,0.7126099706744868,56,10,5.6,364,17,151,46,443,106
2025-07-03,157,44,0.7511261261261262,0.7282363554352729,54,6,9.0,460,14,153,37,477,97
2025-07-04,87,93,0.6617117117117117,0.6770410464591791,34,12,2.83,227,31,137,33,1302,33
2025-07-07,176,40,0.7034451700067552,0.7046223224351748,58,4,14.5,393,46,123,38,1429,37
2025-07-08,198,21,0.8005858494817485,0.7622377622377622,59,2,29.5,631,12,168,31,1306,43
2025-07-09,111,25,0.7791535344439442,0.742560865644725,49,5,9.8,467,26,176,28,1011,54
2025-07-10,133,64,0.7814047726249437,0.7515779981965734,58,7,8.29,578,35,159,34,965,59
2025-07-11,150,51,0.799054905490549,0.7661108607480848,57,9,6.33,471,21,184,24,825,66
2025-07-14,177,61,0.8080126040963314,0.7782285327924273,60,10,6.0,610,20,159,23,881,59
2025-07-15,138,120,0.6906798739306619,0.7053651938683498,42,19,2.21,276,73,168,24,931,61
2025-07-16,144,47,0.7239360504390903,0.7467869222096956,53,6,8.83,344,30,169,23,910,61
2025-07-17,190,16,0.7656988521269412,0.7813345356176736,56,2,28.0,492,27,259,13,970,53
2025-07-18,137,31,0.7541647906348492,0.7907553551296506,45,2,22.5,472,20,291,10,855,64
2025-07-21,318,23,0.8201665541300923,0.8415238954012624,109,1,109.0,866,4,283,12,939,63
2025-07-22,227,47,0.7984234234234234,0.8366794495826754,93,4,23.25,827,7,277,12,873,62
2025-07-23,126,112,0.7210715893741558,0.8036076662908681,51,7,7.29,335,10,233,14,875,58
2025-07-24,216,32,0.7930646250844404,0.847767253044655,68,1,68.0,786,5,271,8,962,55
2025-07-25,180,88,0.7940580688723835,0.8489970700924048,44,11,4.0,619,16,258,6,1051,42
2025-07-28,199,46,0.798875140607424,0.8474881730119396,54,4,13.5,657,31,229,7,1037,44
2025-07-29,187,24,0.7615194425713644,0.8260184559981995,39,3,13.0,625,47,260,13,995,48
2025-07-30,128,87,0.6940197841726619,0.8115713642503377,44,8,5.5,360,39,245,13,762,63
2025-07-31,128,98,0.4842484248424842,0.7120324470482199,41,10,4.1,230,117,227,13,655,66
2025-08-01,169,62,0.5231773177317732,0.742000901306895,40,7,5.71,330,74,237,10,617,68
2025-08-04,253,31,0.6015308419630797,0.7828635851183765,52,5,10.4,538,25,286,7,747,56
2025-08-05,171,39,0.6910441044104411,0.8208248816768087,52,2,26.0,582,4,251,6,714,56
2025-08-06,209,38,0.7246344206974128,0.8348355114916629,55,8,6.88,727,9,292,6,776,49
2025-08-07,153,41,0.7026540710751237,0.8279279279279279,56,9,6.22,486,10,296,4,782,51
2025-08-08,152,88,0.677013045434098,0.8177927927927928,54,4,13.5,516,25,268,7,861,44
2025-08-11,293,11,0.7843489993253879,0.8590407565863544,73,3,24.33,811,14,305,5,933,45
2025-08-12,159,47,0.7525286581254215,0.859747861323728,47,4,11.75,563,13,303,4,856,46
2025-08-13,253,12,0.7548909377108163,0.8579148840351273,90,0,,674,20,331,3,846,43
2025-08-14,106,208,0.5175359712230215,0.7663214768122467,43,8,5.38,226,73,243,4,783,47
2025-08-15,347,18,0.6467281313244884,0.8263904526007656,84,3,28.0,647,43,316,4,975,37
2025-08-18,387,16,0.7363922627080521,0.8578828828828828,96,1,96.0,888,22,343,3,1179,25
2025-08-19,223,60,0.7806248595189931,0.8768849876209768,83,6,13.83,730,23,361,4,1148,25
2025-08-20,222,74,0.8299977512930066,0.9038721296713192,85,14,6.07,893,11,391,3,1176,22
2025-08-21,125,117,0.8448392174499663,0.9119765871229176,40,12,3.33,497,4,322,4,1187,20
2025-08-22,261,25,0.8389925792669215,0.910625844214318,68,2,34.0,734,12,351,3,1126,21
2025-08-25,341,22,0.8754496402877698,0.9309025433265812,73,2,36.5,930,1,380,3,1322,15
2025-08-26,184,74,0.8801708633093526,0.9333633498424132,66,1,66.0,870,10,350,4,1294,20
2025-08-27,116,359,0.5755056179775281,0.806030603060306,41,9,4.56,259,48,334,5,1012,23
2025-08-28,300,57,0.5593258426966292,0.7732283464566929,53,3,17.67,512,66,435,3,1067,23
2025-08-29,214,120,0.518660071942446,0.7319378798109386,59,14,4.21,418,79,416,3,1050,17
2025-09-01,350,38,0.5469874100719424,0.7571460724735539,95,2,47.5,548,75,419,3,1041,19
2025-09-02,110,476,0.4243650258485053,0.6644914491449145,42,21,2.0,231,103,304,4,985,24
2025-09-03,103,283,0.2974612446641204,0.5227170490328386,30,22,1.36,166,273,264,12,850,23
2025-09-04,98,400,0.2475848124017075,0.4870641169853768,37,35,1.06,143,142,191,13,736,32
2025-09-05,532,24,0.3574477645472927,0.589201349831271,87,2,43.5,350,45,268,10,1026,19
2025-09-08,313,56,0.455627948775556,0.6617183985605039,65,4,16.25,467,28,264,13,1073,13
2025-09-09,116,122,0.40556927913766,0.6058902877697842,48,6,8.0,300,59,237,10,1022,15
2025-09-10,152,38,0.4017516281158769,0.5973471223021583,45,3,15.0,251,54,216,16,1039,11
2025-09-11,339,9,0.4821388452033251,0.6592442645074224,84,3,28.0,365,10,315,10,1321,10
2025-09-12,174,44,0.4540759038850213,0.6398381294964028,61,3,20.33,311,57,267,8,1367,11
2025-09-15,182,40,0.4385531341271624,0.6134472678210029,63,5,12.6,343,117,233,21,1253,11
2025-09-16,260,15,0.5128032345013477,0.6593974820143885,65,1,65.0,431,79,244,17,1155,11
2025-09-17,213,31,0.5376319928106044,0.6548234765010119,60,0,,394,67,258,15,1120,9
2025-09-18,161,115,0.3891260390923388,0.5489093771081628,49,0,,246,266,247,14,1058,12
2025-09-19,131,126,0.3709278813749719,0.5228243759838093,48,21,2.29,202,303,196,15,998,13
2025-09-22,247,64,0.369579869692204,0.4971891162581515,62,9,6.89,250,475,195,20,945,16
2025-09-23,135,153,0.3163334082228712,0.4303057553956834,46,9,5.11,217,763,195,25,887,20
2025-09-24,282,42,0.3890761968981793,0.4844804318488529,72,9,8.0,353,48,252,13,1021,14
2025-09-25,142,73,0.3775280898876405,0.4522149763885765,39,6,6.5,240,416,230,15,986,14
2025-09-26,116,236,0.3232187008316475,0.4190283400809717,44,21,2.1,173,365,179,20,979,12
2025-09-29,222,36,0.3935237238587812,0.4583708370837083,54,3,18.0,231,226,177,21,999,15
2025-09-30,214,30,0.4236563975713964,0.4616422947131609,49,4,12.25,300,243,226,9,979,11
2025-10-09,359,96,0.4807649043869516,0.4938104884087328,87,14,6.21,410,195,282,12,1071,13
2025-10-10,147,341,0.4762761412187992,0.4941494149414941,56,8,7.0,257,112,316,12,1004,14
2025-10-13,201,80,0.4241402562373567,0.4599640125955915,58,2,29.0,252,322,240,12,971,22
2025-10-14,122,387,0.3830074173971679,0.4237516869095816,35,4,8.75,165,421,182,20,832,23
2025-10-15,283,37,0.4769611148572713,0.4756015291207555,62,4,15.5,244,19,219,7,958,12
2025-10-16,101,99,0.3994607953268928,0.4272870307934367,37,6,6.17,141,347,192,10,859,14
2025-10-17,68,539,0.2649898944531776,0.3185800943608178,36,28,1.29,80,860,117,20,685,24
2025-10-20,216,41,0.3329588856436756,0.3609799955046078,69,4,17.25,140,127,120,11,719,23
2025-10-21,262,17,0.4630420130307796,0.4457181389076197,69,3,23.0,210,22,136,15,732,25
2025-10-22,112,74,0.4675353853066726,0.4405484378512025,52,6,8.67,166,93,114,18,663,26
2025-10-23,115,83,0.5024707996406109,0.4613483146067416,52,9,5.78,211,97,103,22,695,33
2025-10-24,256,56,0.5330188679245284,0.4729274320377443,53,10,5.3,177,72,139,20,694,29
2025-10-27,229,48,0.6097506178386879,0.498876404494382,48,8,6.0,255,49,164,17,730,26
2025-10-28,168,87,0.591501798561151,0.49370220422852,54,5,10.8,204,97,156,14,687,28
2025-10-29,226,67,0.5879973027646662,0.4956150213627164,54,2,27.0,261,116,181,11,734,32
2025-10-30,122,201,0.4703370786516854,0.4343525179856115,46,11,4.18,197,311,149,14,721,31
2025-10-31,243,123,0.5624719101123595,0.4705485611510791,55,13,4.23,196,63,152,13,791,27
2025-11-03,218,58,0.6132075471698113,0.5213483146067416,60,9,6.67,334,83,190,6,797,26
2025-11-04,97,107,0.5496406109613656,0.4897729826927399,48,6,8.0,247,202,161,15,689,36
2025-11-05,182,25,0.5879577623006066,0.5220323741007195,59,2,29.5,359,120,168,21,675,34
2025-11-06,219,59,0.6186516853932584,0.5419383854283787,61,12,5.08,351,76,151,11,694,38
2025-11-07,158,53,0.6023825578781749,0.5440845704003598,51,3,17.0,348,175,163,6,697,45
2025-11-10,236,64,0.6588050314465409,0.5868734547089234,65,8,8.12,415,84,186,8,713,41
2025-11-11,167,56,0.6552885695037054,0.6026966292134831,63,3,21.0,391,139,211,8,653,48
2025-11-12,142,123,0.6066457117198024,0.5791956863626151,53,5,10.6,284,257,176,10,634,53
2025-11-13,269,11,0.6588103254769921,0.6180633565490901,82,0,,441,63,226,10,665,60
2025-11-14,148,134,0.6130190796857463,0.5953718265558301,64,9,7.11,356,243,273,7,704,52
2025-11-17,208,64,0.5867564534231201,0.5924511345764997,81,6,13.5,351,177,262,7,637,57
2025-11-18,102,206,0.4830527497194163,0.5325842696629214,42,30,1.4,131,272,173,9,552,99
2025-11-19,119,145,0.3475431904868746,0.4588948787061994,51,20,2.55,118,535,169,11,497,126
2025-11-20,96,118,0.2870287253141831,0.4170786516853932,37,12,3.08,86,618,160,10,426,122
2025-11-21,50,1196,0.1280843427545984,0.2252414102852009,24,78,0.31,37,1566,104,29,323,176
2025-11-24,292,79,0.166704061027597,0.2753427736570015,62,22,2.82,78,251,107,22,322,144
2025-11-25,237,18,0.2298540965207632,0.3366314369237688,72,7,10.29,101,102,123,14,331,154
2025-11-26,140,86,0.210821733273462,0.3124156545209177,58,7,8.29,103,253,116,12,325,147
2025-11-27,148,61,0.2245677071637098,0.3266591676040495,48,7,6.86,100,219,115,7,369,98
2025-11-28,232,18,0.295822102425876,0.3915391539153915,64,4,16.0,129,61,116,8,405,101
2025-12-01,193,37,0.3688230008984726,0.4257425742574257,58,5,11.6,146,45,113,6,409,80
2025-12-02,96,40,0.3337076128452728,0.4057155715571557,42,4,10.5,144,196,112,9,359,115
2025-12-03,114,103,0.2883105227731658,0.3728356195187767,46,13,3.54,125,414,92,13,384,90
2025-12-04,106,106,0.2520197486535009,0.3331833520809898,34,14,2.43,94,529,86,13,415,76
2025-12-05,237,30,0.3476308106894228,0.3802341287708239,63,3,21.0,185,51,95,13,500,55
2025-12-08,256,18,0.4184062850729517,0.4072907290729073,68,1,68.0,208,99,109,8,472,69
2025-12-09,118,80,0.3683501683501683,0.3696287964004499,50,6,8.33,135,378,99,8,411,84
2025-12-10,143,33,0.3825774584643017,0.3557605760576057,53,4,13.25,159,299,124,10,462,64
2025-12-11,81,200,0.2882801975752133,0.2898289828982898,32,19,1.68,107,930,98,24,415,84
2025-12-12,210,92,0.3361005160421808,0.2961547110411513,74,16,4.62,158,656,109,23,393,87
2025-12-15,160,108,0.3311659192825112,0.302989435828276,58,9,6.44,147,618,104,35,376,117
2025-12-16,88,278,0.2603139013452915,0.2474157303370786,40,18,2.22,88,1226,89,29,327,134
2025-12-17,224,77,0.3098654708520179,0.2750561797752809,47,19,2.47,95,371,103,21,311,140
2025-12-18,129,64,0.3264620210620659,0.2795867954188187,56,6,9.33,118,253,113,20,291,173
2025-12-19,225,27,0.4373458865725174,0.3401482812851045,68,3,22.67,178,18,197,6,370,116
2025-12-22,240,42,0.4896860986547085,0.3643515396718363,78,9,8.67,174,33,189,7,395,72
2025-12-23,133,110,0.4210762331838565,0.3436727354461676,53,9,5.89,124,173,149,12,375,88
2025-12-24,250,19,0.5248878923766817,0.3902000449539222,72,6,12.0,189,29,178,10,465,60
2025-12-25,233,14,0.6290900941281936,0.4407008086253369,76,0,,257,21,192,8,438,62
2025-12-26,183,31,0.5948913287026664,0.4304962946328318,73,1,73.0,232,51,174,7,484,62
2025-12-29,172,106,0.5672043010752689,0.4162550516389762,70,16,4.38,212,165,174,9,485,46
2025-12-30,156,95,0.5289108023307934,0.4132973944294699,53,12,4.42,174,264,185,8,429,56
2025-12-31,170,55,0.5333930972658001,0.4067834681042228,51,8,6.38,222,236,196,14,418,70
2026-01-05,437,48,0.6956326987681971,0.4998877665544332,98,10,9.8,279,24,255,7,427,40
2026-01-06,320,19,0.801747311827957,0.5722945666816345,110,1,110.0,401,7,249,7,480,30
2026-01-07,288,44,0.7741935483870968,0.5606910477899932,74,3,24.67,380,36,249,10,527,27
2026-01-08,306,35,0.8250448028673835,0.6232046678635548,86,4,21.5,424,23,302,9,602,17
2026-01-09,398,28,0.8691463141384719,0.6810325476992144,93,0,,613,14,363,6,615,17
2026-01-12,693,26,0.8937934125028008,0.7492704826038159,170,2,85.0,921,12,548,6,760,14
2026-01-13,168,427,0.8504148912312177,0.7148955290945855,58,48,1.21,343,24,447,8,811,15
2026-01-14,321,63,0.8226059654631083,0.7130337078651685,91,17,5.35,488,53,498,4,805,23
2026-01-15,175,231,0.792964373739637,0.7083520431073193,52,59,0.88,342,89,564,8,713,25
2026-01-16,259,185,0.748320644872369,0.6928427193179268,55,49,1.12,355,127,500,6,738,24
2026-01-19,340,88,0.809438604339074,0.7615419094576423,84,27,3.11,485,71,561,6,796,22
2026-01-20,154,195,0.7663760339816678,0.7578405017921147,53,14,3.79,394,31,482,6,683,21
2026-01-21,283,57,0.7697294880393472,0.7678691463141385,76,5,15.2,524,80,485,8,696,21
2026-01-22,246,41,0.7981671881984801,0.8088729554111584,75,3,25.0,517,68,545,8,736,15
2026-01-23,421,30,0.8431284916201117,0.8440860215053764,97,1,97.0,685,53,570,6,774,14
2026-01-26,206,378,0.730829420970266,0.8083818915284626,70,40,1.75,444,93,472,12,775,19
2026-01-27,226,79,0.6673373574782026,0.7642312864186463,52,2,26.0,364,166,494,13,763,28
2026-01-28,241,131,0.5805586592178771,0.7281488121918422,79,8,9.88,440,181,487,15,733,32
2026-01-29,212,243,0.502122905027933,0.6958762886597938,85,11,7.73,307,125,470,14,726,34
2026-01-30,196,249,0.4642378185069289,0.6686841515355302,46,48,0.96,254,157,442,11,684,42
2026-02-02,76,713,0.2844057193923145,0.5414612281488121,35,90,0.39,85,408,276,11,541,47
2026-02-03,467,13,0.396112600536193,0.6290900941281936,65,4,16.25,229,78,319,9,663,35
2026-02-04,211,101,0.45109423849933,0.6712206047032475,63,8,7.88,283,33,295,7,632,32
2026-02-05,100,209,0.3924503015412106,0.6326164874551972,40,16,2.5,164,69,240,16,594,40
2026-02-06,147,65,0.3918677390527256,0.6307416535962357,53,6,8.83,166,50,192,17,631,31
2026-02-09,355,15,0.5092737430167598,0.7079784849843119,79,3,26.33,337,10,220,38,656,42
2026-02-10,165,64,0.5012285012285013,0.7087813620071685,53,5,10.6,303,21,224,16,689,36
2026-02-11,126,78,0.4918472191199464,0.6939278512211516,49,7,7.0,254,32,208,34,670,52
2026-02-12,191,56,0.4407233757535164,0.6607702642185401,59,12,4.92,281,95,231,17,748,41
2026-02-13,83,103,0.3622961804779986,0.6117831541218638,32,11,2.91,137,166,192,13,764,39
2026-02-24,364,109,0.509825815096025,0.6721898790864308,89,17,5.24,383,58,183,12,830,32
2026-02-25,263,35,0.6058981233243967,0.7096774193548387,70,3,23.33,475,27,220,9,1123,19
2026-02-26,231,34,0.5939245030154121,0.696528555431131,59,4,14.75,583,121,209,9,1061,13
2026-02-27,244,39,0.6500669941938365,0.7179314976494291,75,0,,592,65,219,3,1040,17
2026-03-02,253,371,0.4748715657806567,0.596730855351545,86,4,21.5,422,419,197,16,1038,32
2026-03-03,125,1279,0.2869584635998213,0.4316095813745242,74,63,1.17,196,817,153,29,836,55
2026-03-04,152,120,0.271712435811565,0.3998209088873964,39,18,2.17,149,943,159,39,774,60
2026-03-05,273,59,0.3272321428571428,0.4482990152193375,68,2,34.0,214,160,160,27,795,63
2026-03-06,306,40,0.4328125,0.5195793242336093,66,0,,330,17,194,28,870,42
2026-03-09,135,129,0.3689493642650011,0.4717192041135703,38,5,7.6,286,206,196,23,891,46
2026-03-10,335,39,0.4755743921481151,0.539906103286385,55,2,27.5,331,10,270,11,1000,28
2026-03-11,163,31,0.4548494983277591,0.5206703910614525,50,1,50.0,361,55,231,22,903,34
2026-03-12,160,94,0.4050378956754347,0.492627345844504,48,3,16.0,350,148,220,18,833,55
2026-03-13,127,213,0.3666963887650468,0.4614697341970069,54,12,4.5,194,257,223,22,797,57
2026-03-16,170,129,0.3539901917075345,0.454768818405182,43,8,5.38,176,123,193,17,791,62
2026-03-17,80,344,0.2518386449743704,0.3637176050044682,34,12,2.83,97,416,129,33,729,56
2026-03-18,255,48,0.2878787878787879,0.3999106344950849,49,4,12.25,120,171,144,33,754,44
2026-03-19,66,364,0.1880570409982174,0.2824291136414378,27,5,5.4,68,920,141,40,665,58
2026-03-20,96,401,0.1432709447415329,0.2221478008484036,28,17,1.65,74,1522,116,62,645,67
2026-03-23,65,2732,0.0777456003564268,0.1321428571428571,26,85,0.31,42,2482,105,161,488,136
2026-03-24,958,9,0.1236906619121907,0.1810672025005581,78,2,39.0,92,59,115,61,569,74
2026-03-25,321,13,0.1718297303320704,0.2243804420629604,80,1,80.0,151,23,118,43,615,77
2026-03-26,100,222,0.1531772575250836,0.1996872905963815,36,12,3.0,104,233,95,104,529,101
2026-03-27,278,32,0.1972773934389645,0.225128549072211,76,2,38.0,126,41,85,97,567,69
2026-03-30,187,112,0.2252232142857143,0.2361359570661896,59,10,5.9,109,149,76,87,529,76
2026-03-31,83,305,0.1785315777728185,0.1898054996646546,46,4,11.5,69,375,89,51,450,124
2026-04-01,344,52,0.2394020526550647,0.2306660706303084,53,8,6.62,96,32,111,29,483,95
2026-04-02,97,212,0.2059348505131637,0.2053631284916201,27,8,3.38,87,442,90,57,448,130
2026-04-03,108,389,0.1546184738955823,0.153072625698324,34,27,1.26,62,1009,67,93,412,201
2026-04-07,316,41,0.1962533452274754,0.1815948179584543,86,6,14.33,87,265,86,67,447,171
2026-04-08,1319,41,0.4840579710144927,0.2617239839213934,119,7,17.0,143,2,76,27,486,88
2026-04-09,143,65,0.374498439589835,0.242241571779415,51,3,17.0,156,43,82,33,456,178
2026-04-10,185,45,0.506797414753733,0.2633928571428571,57,8,7.12,140,19,88,24,441,144
2026-04-13,210,60,0.5037878787878788,0.2666815442981477,58,5,11.6,162,59,113,22,447,181
2026-04-14,243,18,0.627311205168189,0.2991967871485944,51,2,25.5,182,37,115,11,449,203
2026-04-15,166,80,0.6153331847559617,0.3051339285714285,56,7,8.0,145,50,153,22,403,368
2026-04-16,295,25,0.7564616755793226,0.3471664435519857,73,2,36.5,228,23,165,13,452,241
2026-04-17,214,36,0.7127256518832182,0.3554216867469879,65,1,65.0,245,89,235,12,450,274
2026-04-20,247,48,0.7438127090301003,0.3892857142857143,75,3,25.0,237,60,280,9,472,175
2026-04-21,160,86,0.6775128147983063,0.3873270861222668,49,8,6.12,236,85,501,5,458,154
2026-04-22,247,48,0.6645118145341061,0.4019192144610577,54,3,18.0,301,125,408,11,451,141
2026-04-23,152,245,0.5670011148272018,0.3694196428571428,50,16,3.12,180,226,283,12,446,144
2026-04-24,169,200,0.5256353098528757,0.357652833556448,55,24,2.29,177,308,330,11,399,191
2026-04-27,318,118,0.5744538564422649,0.394689870593485,61,30,2.03,226,255,315,13,391,190
2026-04-28,163,242,0.4956560481176209,0.3649341958509926,56,27,2.07,188,447,280,14,370,379
2026-04-29,355,74,0.5854310536867899,0.4231884057971014,96,12,8.0,260,116,392,11,417,224
2026-04-30,285,113,0.5929144385026738,0.4414715719063545,80,13,6.15,286,223,366,12,427,214
2026-05-06,427,21,0.6592377980833519,0.5033452274754683,100,4,25.0,425,140,542,10,501,157
2026-05-07,406,65,0.6760971263087547,0.5343290236290682,98,5,19.6,496,127,713,5,590,137
2026-05-08,310,44,0.7106904231625836,0.5744538564422649,95,4,23.75,465,73,692,7,594,85
2026-05-11,392,51,0.7182000445533526,0.6080267558528428,94,9,10.44,598,85,551,10,727,68
2026-05-12,183,116,0.629596612435926,0.5589022757697456,55,8,6.88,346,251,547,12,637,120
2026-05-13,346,39,0.6407572383073497,0.5817168338907469,110,4,27.5,457,171,580,12,675,111
2026-05-14,151,405,0.5077951002227171,0.5108138238573021,56,22,2.55,261,514,504,17,665,168
2026-05-15,206,215,0.4565701559020044,0.4907469342251951,52,18,2.89,236,635,449,28,641,185
2026-05-18,272,126,0.4520365012241264,0.4967684421662581,77,24,3.21,275,632,497,34,608,252
2026-05-19,303,61,0.488750278458454,0.519518179790319,87,13,6.69,356,210,465,37,635,222
2026-05-20,223,157,0.4187444345503117,0.4790459206419973,58,27,2.15,343,700,448,42,656,257
2026-05-21,106,934,0.2933066488770291,0.3940744040989084,36,38,0.95,109,1145,337,66,527,358
2026-05-22,467,41,0.3485320284697509,0.4362745098039216,110,10,11.0,243,489,425,60,599,284
2026-05-25,372,151,0.3497887480542584,0.4301626197371352,103,22,4.68,327,707,425,76,578,344
2026-05-26,173,295,0.303245887060916,0.3947427043885052,48,28,1.71,224,956,439,83,523,459
2026-05-27,147,445,0.2397153657994218,0.3480392156862745,46,30,1.53,142,1372,385,93,465,592
2026-05-28,325,91,0.2448298865910607,0.3545008912655971,96,14,6.86,218,893,385,82,482,658
2026-05-29,142,1058,0.1770462633451957,0.2935145977267662,49,72,0.68,101,1167,309,112,438,695
2026-06-01,370,273,0.1949699532606276,0.3148974130240856,114,32,3.56,98,193,256,100,506,401
2026-06-02,225,154,0.1778717720391807,0.2933303591345081,60,22,2.73,125,778,265,129,519,450
2026-06-03,242,96,0.1725978647686832,0.2819255627367952,65,17,3.82,123,1129,239,144,494,556
2026-06-04,230,184,0.1694839857651245,0.2625362157343436,74,12,6.17,147,1689,222,220,472,750
2026-06-05,224,220,0.1662591687041564,0.2633103141011361,71,21,3.38,117,615,179,239,470,689
2026-06-08,131,968,0.1251667407736771,0.2109601247493873,51,42,1.21,74,1962,132,473,362,1053
2026-06-09,513,72,0.1545474760951745,0.2330659536541889,123,11,11.18,135,951,157,337,426,976
2026-06-10,186,426,0.1523915461624026,0.2113241194828355,69,36,1.92,104,1439,132,482,411,1005
2026-06-11,233,269,0.1454302868579052,0.2010251838644974,73,36,2.03,104,1808,135,397,428,1055
