date,above_5pct_count,below_5pct_count,pt20_ratio,pt50_ratio,limit_up_count,limit_down_count,limit_up_down_ratio,new_high_60d,new_low_60d,up_25pct_month,down_25pct_month,up_25pct_qtr,down_25pct_qtr
2024-03-08,243,21,0.8792985652470964,0.3508331431180095,54,3,18.0,206,2,377,2,118,1061
2024-03-11,370,11,0.9435208380778866,0.4326791419443176,75,0,,203,0,789,0,121,853
2024-03-12,226,34,0.938296903460838,0.4987451517225644,60,0,,123,0,2173,0,111,569
2024-03-13,157,23,0.8975643068518097,0.510837326032398,48,0,,92,3,1844,0,91,622
2024-03-14,101,64,0.8568502503413746,0.4835766423357664,31,3,10.33,105,2,2018,0,82,726
2024-03-15,214,10,0.8907352606419303,0.5573807894136437,55,0,,192,2,1258,0,113,564
2024-03-18,314,6,0.9264571948998178,0.6711547238703788,72,0,,326,1,978,0,140,374
2024-03-19,121,31,0.8825671370050068,0.6754105839416058,49,1,49.0,146,1,798,0,135,358
2024-03-20,203,4,0.8843614841793763,0.7536496350364964,65,0,,179,2,723,0,155,197
2024-03-21,172,33,0.8515820623719553,0.7718978102189781,59,2,29.5,210,3,491,1,156,208
2024-03-22,115,114,0.7138629638060551,0.6603558394160584,48,10,4.8,150,9,296,0,156,268
2024-03-25,79,547,0.5087639426360119,0.5291970802919708,33,29,1.14,74,13,156,4,135,495
2024-03-26,173,114,0.5076257682676986,0.5479014598540146,54,8,6.75,88,12,97,7,141,416
2024-03-27,61,990,0.2544378698224852,0.3755129958960328,38,35,1.09,44,36,180,4,116,630
2024-03-28,431,9,0.37960855712335,0.5069523592432186,66,2,33.0,81,14,168,1,154,377
2024-03-29,238,51,0.4951058502162531,0.6119471044231646,61,6,10.17,167,14,163,0,178,355
2024-04-01,387,16,0.6703071672354949,0.77461257976299,72,3,24.0,254,7,192,1,179,316
2024-04-02,153,86,0.6343572241183163,0.7675478577939836,50,5,10.0,252,9,245,1,152,408
2024-04-03,118,175,0.5558589306029579,0.7313126709206929,46,9,5.11,270,16,200,4,149,483
2024-04-08,121,532,0.3781569965870307,0.5869218500797448,52,27,1.93,174,43,165,6,137,702
2024-04-09,257,41,0.4606460418562329,0.6834434069687998,55,10,5.5,164,6,181,4,128,526
2024-04-10,74,264,0.3277979981801638,0.5563652926440447,23,16,1.44,129,43,106,18,144,598
2024-04-11,140,71,0.3452353877643848,0.5682076975631974,43,13,3.31,231,55,104,17,183,466
2024-04-12,130,137,0.3042983852626791,0.5127504553734062,52,10,5.2,195,94,100,23,187,565
2024-04-15,110,1451,0.2299818016378526,0.3698474151673878,23,208,0.11,251,90,66,57,197,890
2024-04-16,39,2698,0.1437670609645132,0.2304714188112047,19,632,0.03,74,337,37,464,148,1669
2024-04-17,2436,4,0.2202502844141069,0.3469248291571754,228,1,228.0,267,14,59,174,197,1084
2024-04-18,155,56,0.2418107370336669,0.3507173764518333,55,2,27.5,196,25,59,188,199,1103
2024-04-19,161,97,0.2506824385805277,0.3468458209974949,50,9,5.56,250,77,59,377,205,1138
2024-04-22,160,233,0.2505119453924914,0.3266514806378132,48,22,2.18,139,72,44,436,214,990
2024-04-23,208,122,0.2273037542662116,0.3273348519362187,41,14,2.93,72,61,48,273,192,824
2024-04-24,387,30,0.2985889849795175,0.380041011619959,43,5,8.6,112,65,54,75,228,561
2024-04-25,146,81,0.3350785340314136,0.3892433910665451,33,6,5.5,119,28,56,66,387,266
2024-04-26,370,70,0.4611528822055137,0.4457116788321167,60,4,15.0,167,17,100,32,391,200
2024-04-29,794,39,0.7072226019594441,0.5990877993158494,96,7,13.71,325,9,82,25,374,132
2024-04-30,128,197,0.6554161915621437,0.5412006391234878,47,19,2.47,280,12,66,32,283,240
2024-05-06,457,21,0.7996361155333181,0.63683970856102,80,3,26.67,592,5,81,42,371,196
2024-05-07,180,31,0.8335228564930635,0.656648451730419,45,2,22.5,482,4,89,36,459,105
2024-05-08,111,108,0.7510807736063708,0.5649202733485194,43,5,8.6,217,11,92,43,541,72
2024-05-09,201,30,0.8478508073686605,0.6402550091074681,44,2,22.0,428,4,139,30,839,34
2024-05-10,100,130,0.7848533090743689,0.581056466302368,31,8,3.88,340,10,100,41,888,31
2024-05-13,111,245,0.6464968152866242,0.5045558086560364,25,16,1.56,362,36,133,45,1137,25
2024-05-14,165,52,0.7133439418049556,0.5417709993170954,39,12,3.25,319,39,136,42,2134,15
2024-05-15,82,78,0.6456818181818181,0.4986345015930815,24,5,4.8,147,80,127,44,1683,19
2024-05-16,160,42,0.6670454545454545,0.5196814562002275,34,5,6.8,172,92,199,33,1967,22
2024-05-17,260,35,0.7255169279709157,0.5766606005459509,69,6,11.5,299,26,712,23,1366,29
2024-05-20,189,88,0.7375483284057311,0.5906193078324226,38,11,3.45,300,41,293,31,1016,34
2024-05-21,65,93,0.6063636363636363,0.5271899886234357,17,12,1.42,182,110,272,37,864,42
2024-05-22,155,37,0.6032719836400818,0.5477707006369427,34,4,8.5,181,47,312,36,725,45
2024-05-23,60,193,0.3278800272665303,0.4128753412192902,20,8,2.5,62,247,257,42,508,64
2024-05-24,86,184,0.2456259940922517,0.3705641492265696,30,13,2.31,68,354,206,47,382,120
2024-05-27,166,86,0.2811363636363636,0.4075085324232081,37,22,1.68,114,174,171,56,396,139
2024-05-28,90,109,0.2148215503523528,0.3549488054607508,24,11,2.18,103,361,150,66,319,221
2024-05-29,93,63,0.2196452933151432,0.3711879836140191,23,17,1.35,97,267,118,71,505,105
2024-05-30,79,147,0.1864483856298317,0.3356850250341374,23,16,1.44,58,292,54,83,345,169
2024-05-31,103,55,0.2205547976352887,0.3570778334091943,21,4,5.25,68,169,58,68,298,180
2024-06-03,80,262,0.1679927256194589,0.29032992036405,13,27,0.48,68,578,37,96,250,245
2024-06-04,107,200,0.1778080945884493,0.281683731513083,24,18,1.33,82,563,36,115,312,249
2024-06-05,54,187,0.1327272727272727,0.2238398544131028,17,13,1.31,52,955,35,138,220,332
2024-06-06,38,1235,0.0968181818181818,0.1740218380345768,18,60,0.3,47,1709,24,299,199,464
2024-06-07,435,66,0.1027973618376165,0.1814249943091281,39,23,1.7,50,267,28,191,178,445
2024-06-11,193,45,0.1239763421292083,0.1903460837887067,22,16,1.38,51,196,35,152,150,480
2024-06-12,158,19,0.1575,0.2174704276615104,36,7,5.14,67,150,36,133,155,473
2024-06-13,127,63,0.1704545454545454,0.2094609961337275,37,10,3.7,70,395,45,133,143,515
2024-06-14,88,83,0.1758291685597455,0.2100477381223005,17,16,1.06,59,265,36,162,145,485
2024-06-17,94,43,0.1908657123381049,0.2028194633924511,19,6,3.17,95,476,33,208,131,591
2024-06-18,171,23,0.2590320381731424,0.2377813139349852,34,8,4.25,82,205,36,172,123,647
2024-06-19,86,58,0.2421626533393912,0.2243181818181818,27,6,4.5,57,518,45,159,122,663
2024-06-20,73,229,0.1772324471710974,0.1820868379177085,22,12,1.83,58,1097,38,232,103,921
2024-06-21,83,80,0.1767780049988639,0.181632189133894,21,14,1.5,51,711,41,205,107,958
2024-06-24,46,1052,0.0974557019536574,0.1222727272727272,19,17,1.12,32,2050,34,268,92,1156
2024-06-25,102,121,0.0857012957490338,0.1098226466575716,48,10,4.8,22,963,28,251,106,940
2024-06-26,605,18,0.1560654248069059,0.144967052942513,39,0,,27,62,40,168,116,716
2024-06-27,51,147,0.1086116791638264,0.1179545454545454,23,14,1.64,22,568,31,209,121,604
2024-06-28,116,49,0.1560654248069059,0.1383776414451261,23,9,2.56,65,481,34,186,121,762
2024-07-01,167,51,0.2227272727272727,0.1468515571720845,31,11,2.82,72,241,27,174,109,777
2024-07-02,94,62,0.2919790956600772,0.1381818181818181,32,7,4.57,57,408,30,142,77,934
2024-07-03,83,120,0.2556237218813906,0.1170454545454545,26,8,3.25,36,554,30,161,65,948
2024-07-04,25,316,0.1154020899591095,0.0872528970688479,12,10,1.2,21,1454,29,160,58,1123
2024-07-05,153,41,0.1544401544401544,0.0972506248579868,26,8,3.25,25,360,48,122,75,785
2024-07-08,52,274,0.0982041373039327,0.0777803047532408,16,10,1.6,34,1996,34,140,63,1181
2024-07-09,391,31,0.1621990004543389,0.109343032507388,42,9,4.67,93,439,43,143,114,884
2024-07-10,114,141,0.1558028616852146,0.1075,38,24,1.58,52,959,35,164,105,965
2024-07-11,589,11,0.3511242334771746,0.1411363636363636,65,2,32.5,86,65,51,124,131,654
2024-07-12,99,56,0.3606631841925959,0.1427272727272727,28,7,4.0,55,123,33,113,176,490
2024-07-15,70,112,0.2534059945504087,0.1258804817087025,21,7,3.0,48,404,29,119,289,356
2024-07-16,118,27,0.2770208900999091,0.1347421040672574,25,1,25.0,86,458,31,121,172,525
2024-07-17,53,180,0.2471603816447069,0.1152534666969765,22,7,3.14,31,819,25,114,134,562
2024-07-18,106,29,0.2664092664092664,0.1204271756418995,30,4,7.5,48,753,39,112,151,543
2024-07-19,135,33,0.3162199000454339,0.1306818181818181,30,5,6.0,48,329,30,83,166,467
2024-07-22,117,28,0.339845524761472,0.1418181818181818,34,6,5.67,44,364,56,61,154,455
2024-07-23,66,264,0.197592550533727,0.1047727272727272,35,5,7.0,28,1318,48,67,102,650
2024-07-24,57,165,0.1567113331819214,0.0913636363636363,23,16,1.44,27,2026,30,101,86,763
2024-07-25,101,56,0.1758291685597455,0.0991134348715617,36,3,12.0,26,695,38,77,63,841
2024-07-26,211,24,0.2823075176016352,0.1231818181818181,52,6,8.67,36,96,39,68,54,880
2024-07-29,131,29,0.3214447978191731,0.140941122982496,56,1,56.0,51,352,43,72,67,817
2024-07-30,136,26,0.4080381471389646,0.1647727272727272,56,1,56.0,45,302,50,57,51,976
2024-07-31,837,18,0.7801498977969566,0.3032507388042737,78,1,78.0,65,7,58,33,56,679
2024-08-01,113,13,0.7553384825079509,0.3309074368887878,53,2,26.5,84,36,106,26,74,636
2024-08-02,72,141,0.6512261580381471,0.2805182996135485,43,6,7.17,42,112,80,38,58,805
2024-08-05,64,540,0.4003178928247048,0.1864060013639463,40,25,1.6,24,555,80,31,40,889
2024-08-06,198,42,0.5659477866061294,0.2870454545454545,44,17,2.59,38,79,83,30,52,628
2024-08-07,107,56,0.5716231555051078,0.2918181818181818,45,11,4.09,36,98,94,22,49,657
2024-08-08,89,117,0.5578756241488879,0.3078845716882527,32,15,2.13,36,162,58,36,47,626
2024-08-09,69,73,0.4906945074897866,0.2799363780958873,28,10,2.8,25,254,42,24,42,694
2024-08-12,82,119,0.4176123467998184,0.2560781640536241,27,13,2.08,26,430,56,22,31,869
2024-08-13,89,28,0.4809350885156604,0.3090206771188366,29,6,4.83,28,121,54,22,35,828
2024-08-14,75,32,0.4053563322741715,0.2826630311292888,28,3,9.33,33,420,68,15,38,828
2024-08-15,106,22,0.5021556614476969,0.3525670149931849,41,1,41.0,46,130,78,18,42,797
2024-08-16,105,78,0.4132062627637849,0.3086531910061322,32,9,3.56,69,403,81,15,52,720
2024-08-19,102,94,0.402405810258738,0.313721035892776,36,6,6.0,61,448,62,15,51,679
2024-08-20,53,113,0.2298615838438847,0.2300181653042688,22,8,2.75,38,1081,58,12,45,821
2024-08-21,90,62,0.2012707056954844,0.2170753860127157,28,4,7.0,39,900,81,8,50,769
2024-08-22,53,175,0.1438946890603722,0.1648875766522825,22,11,2.0,37,1521,57,12,50,902
2024-08-23,98,131,0.1427598729005901,0.1589825119236884,35,8,4.38,45,1258,43,13,50,885
2024-08-26,157,55,0.1820245120290513,0.200545082898024,38,9,4.22,54,355,41,15,47,804
2024-08-27,78,177,0.1441216522923286,0.1696955929123126,27,9,3.0,43,1156,31,31,53,796
2024-08-28,94,84,0.1704880817253121,0.1890479436491706,32,6,5.33,35,530,24,47,56,747
2024-08-29,206,41,0.2785471055618615,0.2522154055896387,43,2,21.5,60,173,29,44,72,544
2024-08-30,300,6,0.481044267877412,0.3715064758009543,55,0,,113,50,46,20,128,353
2024-09-02,68,257,0.3390099909173478,0.2934757899522618,24,6,4.0,81,431,59,23,100,454
2024-09-03,118,19,0.4198455949137148,0.3363636363636363,35,3,11.67,111,201,50,25,96,445
2024-09-04,60,60,0.3819255222524977,0.3084090909090909,33,3,11.0,65,416,42,22,73,493
2024-09-05,115,26,0.4936421435059037,0.3756818181818182,46,0,,105,138,44,14,75,463
2024-09-06,61,108,0.317366628830874,0.278118609406953,29,3,9.67,59,704,34,14,73,535
2024-09-09,74,55,0.3045650692709516,0.2796090020459195,41,9,4.56,51,780,40,12,83,536
2024-09-10,99,46,0.3738360208948444,0.3123437144805637,35,16,2.19,73,436,38,19,65,557
2024-09-11,66,56,0.3313663186563776,0.2910040890504316,19,12,1.58,83,631,31,22,59,527
2024-09-12,64,33,0.3393100317748524,0.2818532818532818,27,4,6.75,74,618,30,24,73,482
2024-09-13,70,97,0.2451202905129369,0.2373381785146491,36,6,6.0,68,1233,32,23,65,542
2024-09-18,86,91,0.2218941630706336,0.2063636363636363,21,9,2.33,77,1308,26,28,96,407
2024-09-19,241,14,0.4348615524285066,0.3220531455825573,53,2,26.5,141,66,44,17,117,290
2024-09-20,90,27,0.3965947786606129,0.3146297137664698,42,1,42.0,139,298,50,19,88,399
2024-09-23,100,36,0.4153427144802541,0.3256870315693845,47,4,11.75,145,314,61,11,101,308
2024-09-24,788,10,0.7974137931034483,0.5404178019981835,83,3,27.67,372,2,94,9,147,199
2024-09-25,150,12,0.8605442176870748,0.6257376305038583,50,3,16.67,478,2,112,6,162,186
2024-09-26,843,4,0.9517006802721087,0.8123014071720381,135,1,135.0,1123,2,252,6,198,91
2024-09-27,1786,1,0.9888888888888888,0.957103949160236,136,0,,1991,0,533,3,353,39
2024-09-30,4337,1,0.9975034044484792,0.9963652885052248,917,0,,3515,0,1819,0,1441,9
2024-10-08,2726,3,0.997047467635703,0.996362809729484,759,0,,3821,1,2779,0,2310,6
2024-10-09,99,3829,0.9902383654937572,0.9827233462150488,45,912,0.05,220,4,1439,1,1479,17
2024-10-10,234,359,0.9920562868815253,0.985909090909091,60,35,1.71,96,1,1306,2,1312,10
2024-10-11,77,1499,0.982065834279228,0.968401909524892,28,31,0.9,43,0,834,3,980,16
2024-10-14,739,8,0.9891057648660916,0.9838636363636364,90,2,45.0,141,1,1102,3,973,9
2024-10-15,105,133,0.975039709552984,0.9700068166325836,40,2,20.0,105,0,1124,5,866,13
2024-10-16,246,71,0.9682467679745974,0.9677492618669088,78,3,26.0,145,1,1215,0,1046,13
2024-10-17,176,119,0.9419501133786848,0.9564131668558457,42,6,7.0,117,2,1081,1,983,14
2024-10-18,820,2,0.9743706055794964,0.977293369663942,96,0,,241,0,1575,1,1369,7
2024-10-21,514,22,0.9616693127693354,0.9768392370572208,116,1,116.0,374,3,1878,0,1561,6
2024-10-22,330,129,0.9764065335753176,0.9852373381785148,88,0,,301,0,2268,0,1572,5
2024-10-23,238,85,0.974132062627638,0.9845559845559846,85,2,42.5,321,1,2412,0,1551,3
2024-10-24,176,135,0.9525862068965516,0.9841017488076312,70,3,23.33,235,1,1995,0,1752,4
2024-10-25,545,5,0.95643294758339,0.9840981372103588,136,0,,443,5,2404,0,2243,2
2024-10-28,725,29,0.9534514078110808,0.9863605364855648,192,0,,796,3,2776,0,2462,2
2024-10-29,187,395,0.8530547354076766,0.980900409276944,104,4,26.0,331,4,1865,0,1945,2
2024-10-30,310,123,0.7439800090867787,0.97270245677889,123,7,17.57,414,7,1697,0,1964,3
2024-10-31,476,34,0.7406902815622162,0.9677199363491704,153,2,76.5,598,12,1528,0,2064,2
2024-11-01,156,1215,0.5022706630336058,0.9599909070243235,84,134,0.63,219,4,730,0,1341,5
2024-11-04,491,85,0.6656072644721907,0.9718181818181818,137,30,4.57,325,4,334,2,1563,2
2024-11-05,723,3,0.874971636033583,0.9806905951840073,157,0,,719,0,218,13,2041,2
2024-11-06,331,50,0.8711141366008622,0.977055883689232,117,4,29.25,724,5,552,1,2424,2
2024-11-07,614,49,0.9387199273717658,0.9840909090909092,170,8,21.25,1109,0,697,0,2458,1
2024-11-08,317,88,0.9344225096437486,0.9818223131106568,109,3,36.33,664,0,994,1,2444,1
2024-11-11,754,45,0.9455040871934604,0.9818099135970896,140,12,11.67,1185,2,970,1,2661,1
2024-11-12,166,256,0.9259931895573212,0.9775,74,15,4.93,419,8,974,1,2699,1
2024-11-13,207,90,0.9169125993189556,0.9811363636363636,60,7,8.57,423,0,953,1,2767,0
2024-11-14,69,578,0.7174307762142533,0.9688707112019996,31,18,1.72,116,2,709,0,2366,0
2024-11-15,117,470,0.4394283121597096,0.961617079264138,59,26,2.27,138,5,407,1,2235,1
2024-11-18,168,790,0.2741093714545042,0.9325306678782372,77,57,1.35,114,3,280,13,1892,1
2024-11-19,546,53,0.440916307552733,0.955495004541326,88,13,6.77,137,3,311,5,2260,2
2024-11-20,434,2,0.6054421768707483,0.9641479464488314,131,1,131.0,303,0,359,2,2589,2
2024-11-21,210,45,0.5915173508732139,0.960281434407626,94,3,31.33,295,1,376,2,2836,3
2024-11-22,112,1126,0.2599228850079383,0.8592827961870178,66,11,6.0,139,19,228,11,2402,3
2024-11-25,343,86,0.3649353594919483,0.8758229284903519,139,15,9.27,233,16,199,20,2789,2
2024-11-26,140,254,0.3145124716553288,0.8343168406718112,81,56,1.45,149,16,186,25,2762,2
2024-11-27,358,56,0.3823996371059197,0.8930760499432463,85,20,4.25,226,1,210,28,2771,1
2024-11-28,185,66,0.4147946448831404,0.8573699750170338,79,8,9.88,276,10,180,33,2941,3
2024-11-29,304,44,0.5071412378145546,0.8928976628091673,116,7,16.57,341,4,320,14,3049,1
2024-12-02,441,27,0.6588795645271036,0.9144154370034052,143,6,23.83,579,1,309,5,3087,1
2024-12-03,199,69,0.6665910637332728,0.9037457434733258,99,6,16.5,451,0,213,5,2908,1
2024-12-04,129,189,0.5268768428215015,0.8394641235240691,75,17,4.41,196,1,169,8,2934,1
2024-12-05,322,41,0.6198141011108592,0.844338552303154,112,8,14.0,350,4,162,5,2955,1
2024-12-06,262,62,0.7305511453844409,0.8730987514188422,99,6,16.5,460,1,163,8,3107,1
2024-12-09,200,82,0.7197640117994101,0.8371564842153078,90,18,5.0,408,0,146,15,3048,2
2024-12-10,272,31,0.7872533454298026,0.8454029511918275,95,6,15.83,393,0,186,14,3296,5
2024-12-11,380,53,0.8571104558856883,0.8651838402178847,130,7,18.57,692,1,222,7,3448,1
2024-12-12,304,42,0.8927194375141756,0.8806173399909215,122,6,20.33,782,0,327,4,3534,0
2024-12-13,150,220,0.7183034701746428,0.7678166137085792,89,13,6.85,300,6,336,3,3376,1
2024-12-16,195,201,0.622252435984591,0.7213151927437642,92,23,4.0,317,12,445,4,3368,0
2024-12-17,57,1256,0.3110405803672637,0.572952121624688,26,122,0.21,72,14,219,6,3181,0
2024-12-18,238,68,0.3513145965548504,0.5993647912885662,87,12,7.25,137,10,176,11,3282,0
2024-12-19,185,112,0.3398322375878486,0.5893829401088929,57,20,2.85,115,19,167,19,2981,0
2024-12-20,246,46,0.4029005211874009,0.6301587301587301,74,14,5.29,160,27,251,14,3138,0
2024-12-23,59,1602,0.1888032638259293,0.3527676950998185,27,118,0.23,71,55,144,24,2639,2
2024-12-24,214,61,0.2428020856948538,0.4145677331518039,68,14,4.86,131,11,180,18,2322,1
2024-12-25,67,305,0.2023134497618507,0.320771850170261,34,32,1.06,80,81,136,29,1954,1
2024-12-26,271,21,0.2250169952413324,0.3573049001814882,87,8,10.88,157,80,175,28,1750,2
2024-12-27,147,74,0.2539106778508275,0.4019518837948252,63,6,10.5,94,54,122,27,1363,3
2024-12-30,112,139,0.2443284936479129,0.3459005223711106,39,13,3.0,123,174,81,47,604,24
2024-12-31,68,537,0.1546134663341646,0.2419428052655469,40,23,1.74,59,591,59,77,317,142
2025-01-02,117,336,0.1022675736961451,0.1898274296094459,55,14,3.93,50,1003,63,72,508,62
2025-01-03,70,1394,0.0677850827476762,0.1196367763904653,41,86,0.48,36,1508,44,267,385,66
2025-01-06,143,238,0.068011788710043,0.1125993189557321,55,64,0.86,50,1000,44,381,457,33
2025-01-07,468,42,0.0958531611148878,0.1379310344827586,82,10,8.2,73,213,65,187,436,44
2025-01-08,150,33,0.1128484024473147,0.1436025408348457,55,4,13.75,69,538,55,231,518,45
2025-01-09,166,44,0.1175537938844847,0.1494669993195736,77,4,19.25,51,590,50,262,531,49
2025-01-10,75,556,0.0908473040326234,0.1134301270417422,36,44,0.82,28,1736,37,654,451,79
2025-01-13,135,120,0.089941096511101,0.1073049001814882,42,28,1.5,20,616,36,420,350,111
2025-01-14,1613,1,0.2319365798414496,0.1828078929462463,119,0,,86,0,47,174,450,103
2025-01-15,107,52,0.2371460928652321,0.1760036289408029,58,8,7.25,67,32,73,57,412,102
2025-01-16,147,26,0.2946772366930917,0.1895691609977324,62,4,15.5,73,28,66,52,400,95
2025-01-17,147,77,0.3424688561721404,0.1965986394557823,51,11,4.64,84,23,62,52,408,86
2025-01-20,186,47,0.4981875849569551,0.2290768881832615,64,14,4.57,89,32,54,55,380,124
2025-01-21,185,60,0.4833597464342313,0.2441623214690546,41,13,3.15,134,86,80,31,352,177
2025-01-22,92,143,0.4043901335143697,0.2222977566281441,37,16,2.31,89,214,69,46,352,170
2025-01-23,97,86,0.4261145055442408,0.2177656922728302,36,16,2.25,58,172,71,30,335,183
2025-01-24,260,40,0.5663496376811594,0.2539682539682539,62,13,4.77,96,98,59,33,329,194
2025-01-27,88,301,0.5491394927536232,0.224767520979814,38,30,1.27,60,192,50,34,365,130
2025-02-05,337,137,0.628254471360652,0.2446712018140589,61,34,1.79,67,124,66,20,329,124
2025-02-06,480,10,0.7842915346310547,0.3386219401631913,81,0,,173,23,138,12,325,151
2025-02-07,237,4,0.860601946141661,0.399818676337262,71,1,71.0,137,6,192,9,324,113
2025-02-10,384,14,0.891201085727211,0.4932034435885817,102,0,,186,10,453,5,336,111
2025-02-11,151,53,0.8710407239819005,0.475640154090188,67,0,,155,34,493,2,340,135
2025-02-12,251,5,0.8846153846153846,0.5303579519710013,76,0,,240,21,427,2,285,139
2025-02-13,115,137,0.8446052929201538,0.4509626274065685,51,2,25.5,107,31,344,3,303,133
2025-02-14,232,66,0.8023071703234562,0.4583144540099683,68,7,9.71,193,32,379,4,299,117
2025-02-17,315,46,0.8201129943502825,0.525684544014483,82,6,13.67,228,49,570,1,419,70
2025-02-18,92,511,0.575819209039548,0.3937542430414121,38,18,2.11,116,120,412,0,408,58
2025-02-19,472,3,0.7216448260280163,0.5073546051142792,98,2,49.0,284,61,353,3,574,33
2025-02-20,274,26,0.7485314053321284,0.5655125594025797,88,1,88.0,290,75,403,4,536,51
2025-02-21,317,15,0.7422051513782196,0.5868778280542987,97,0,,416,98,483,7,517,64
2025-02-24,223,113,0.770117540687161,0.6249434133091897,74,11,6.73,321,64,490,5,499,55
2025-02-25,152,63,0.6865671641791045,0.5944293478260869,51,4,12.75,225,169,443,8,614,49
2025-02-26,279,9,0.7745873841284197,0.6745923913043478,88,0,,370,28,479,9,621,51
2025-02-27,187,106,0.7659430122116689,0.6812415043044857,69,4,17.25,265,32,500,5,643,35
2025-02-28,71,1043,0.4261813248926068,0.5206068840579711,32,45,0.71,79,136,338,8,439,62
2025-03-03,205,136,0.4585123219534253,0.5672859084730403,56,25,2.24,118,86,279,15,434,56
2025-03-04,253,57,0.5697490391137238,0.6490711372904395,66,8,8.25,155,76,403,8,430,63
2025-03-05,199,24,0.5201266395296246,0.6394742805347836,60,4,15.0,177,110,366,1,403,88
2025-03-06,366,10,0.6567873303167421,0.7182044887780549,95,1,95.0,284,29,333,2,473,80
2025-03-07,157,71,0.5650305360778104,0.6912964641885766,49,9,5.44,283,80,278,3,491,73
2025-03-10,179,69,0.6114001357159013,0.720988213961922,68,8,8.5,264,46,238,3,448,74
2025-03-11,165,28,0.6341022161917684,0.7536823022886925,48,2,24.0,297,36,268,3,431,74
2025-03-12,206,23,0.6656864962678127,0.763652843870383,74,1,74.0,253,31,226,5,452,62
2025-03-13,96,271,0.5412615871580375,0.7297848244620612,39,14,2.79,164,63,220,5,361,86
2025-03-14,300,37,0.7230386615419399,0.8407701019252548,73,5,14.6,222,1,245,7,362,82
2025-03-17,180,37,0.7609138204026238,0.8610922275096307,55,2,27.5,287,4,217,6,372,87
2025-03-18,182,20,0.7771751412429379,0.8691715708465368,61,2,30.5,373,4,287,7,440,73
2025-03-19,117,70,0.7155776622202126,0.8546195652173914,40,3,13.33,306,9,215,12,446,91
2025-03-20,138,56,0.6769161202803528,0.8448822463768116,56,0,,345,11,185,10,561,51
2025-03-21,88,347,0.5118697716482026,0.7554901516866651,39,21,1.86,194,51,126,14,469,66
2025-03-24,119,392,0.3734177215189873,0.6358080579447714,40,33,1.21,180,97,108,12,400,63
2025-03-25,128,191,0.3742372881355932,0.6166553518895678,45,38,1.18,187,75,106,22,356,87
2025-03-26,178,25,0.4438418079096045,0.667571848834578,65,1,65.0,241,27,106,24,469,45
2025-03-27,130,125,0.4185310734463277,0.6401900882552614,44,18,2.44,183,52,96,27,405,54
2025-03-28,77,179,0.2981464737793852,0.5360941389454628,31,21,1.48,118,133,101,15,445,45
2025-03-31,100,172,0.2031179394487121,0.4187782805429864,29,30,0.97,97,251,102,13,381,65
2025-04-01,213,43,0.2977858111161319,0.5002262443438914,48,9,5.33,202,79,90,16,367,63
2025-04-02,114,41,0.2977185452902643,0.4970601537765717,38,12,3.17,176,64,88,16,422,55
2025-04-03,97,206,0.2828100293652586,0.4647218453188602,47,28,1.68,211,152,77,40,458,42
2025-04-07,43,4144,0.0522033898305084,0.0961538461538461,21,2766,0.01,46,2207,36,618,247,208
2025-04-08,575,780,0.0840488025305015,0.1257918552036199,108,147,0.73,113,1114,48,707,309,122
2025-04-09,598,30,0.1190153568202348,0.1616915422885572,99,8,12.38,130,224,52,452,395,83
2025-04-10,546,3,0.1565040650406504,0.2055166176803075,133,0,,158,0,75,304,410,73
2025-04-11,292,73,0.1698667269030946,0.2170472529957042,75,10,7.5,101,9,66,129,443,72
2025-04-14,302,12,0.223175965665236,0.2600045218177707,89,2,44.5,152,0,62,108,482,63
2025-04-15,130,70,0.2376863985539991,0.2594936708860759,48,10,4.8,139,6,59,122,575,42
2025-04-16,76,123,0.2242547425474254,0.2376863985539991,42,6,7.0,125,57,55,269,500,51
2025-04-17,182,24,0.2592592592592592,0.2542372881355932,81,2,40.5,168,46,61,240,388,78
2025-04-18,116,127,0.2528787536689997,0.2492655367231638,54,15,3.6,96,35,51,220,372,71
2025-04-21,370,32,0.3613179869104039,0.2841653489948046,98,6,16.33,144,13,71,82,436,73
2025-04-22,167,72,0.4150304671631686,0.3086308178942611,75,7,10.71,201,25,98,77,428,70
2025-04-23,253,104,0.4932279909706546,0.3050847457627119,54,13,4.15,96,13,76,24,418,72
2025-04-24,126,123,0.4544223826714801,0.2925231533770047,48,5,9.6,143,48,80,58,397,91
2025-04-25,148,106,0.5254007676676451,0.3096745027124774,61,16,3.81,135,34,72,28,425,77
2025-04-28,120,258,0.4251861882193635,0.2559873474920922,38,32,1.19,111,147,71,38,402,75
2025-04-29,205,108,0.5407725321888412,0.2860696517412935,55,17,3.24,120,102,73,29,376,85
2025-04-30,243,84,0.626612355736592,0.3072043497961033,59,15,3.93,101,93,61,30,437,52
2025-05-06,509,13,0.7995032738767216,0.4267631103074141,87,2,43.5,197,8,77,18,504,29
2025-05-07,179,15,0.8458587226359738,0.4706281066425666,61,1,61.0,224,3,90,16,438,42
2025-05-08,185,29,0.848860816602752,0.5301558617573978,60,5,12.0,229,6,696,4,415,43
2025-05-09,85,124,0.7825890843482183,0.4705217980573752,29,6,4.83,186,20,606,8,343,83
2025-05-12,214,24,0.8073973838520523,0.5369324599051276,43,1,43.0,201,11,503,8,366,42
